"Sr no,",Nature,Machine Name,Parameter Name,Unit
1829,PURE,Filter_Press_1,FILTER_PRESS_1_FEED_LOM1000°C,%
1830,PURE,Filter_Press_2,FILTER_PRESS_2_CAKE_MOIST,%
1831,PURE,Filter_Press_2,FILTER_PRESS_2_CAKE_SOLIDS,%
1832,PURE,Filter_Press_2,FILTER_PRESS_2_CAKE_LOM1000°C,%
1833,PURE,Filter_Press_2,FILTER_PRESS_2_FILTRATE_SODA,gpl
1834,PURE,Filter_Press_2,FILTER_PRESS_2_FILTRATE_MUD,%
1835,PURE,Filter_Press_2,FILTER_PRESS_2_FEED_SODA,gpl
1836,PURE,Filter_Press_2,FILTER_PRESS_2_FEED_LOM1000_DEGREE_C,%
1837,PURE,Wash_Thickner_Section,CLASSIFIER_DISCHARGE_SODA,gpl
1838,PURE,Wash_Thickner_Section,WATER_TO_LAST_WASH_SODA,gpl
1839,PURE,Cooling_Tower_26,COOLING_TOWER_SODA,gpl
1840,PURE,Cooling_Tower_26,COOLING_TOWER_15B_SODA,gpl
1841,PURE,Cooling_Tower_26,COOLING_TOWER_15A_SODA,gpl
1842,PURE,Refinery_Water_Mapping,DRAIN_WATER_POINT_A_SODA,gpl
1843,PURE,Refinery_Water_Mapping,DRAIN_WATER_POINT_B_SODA,gpl
1844,PURE,Refinery_Water_Mapping,DRAIN_WATER_POINT_C_SODA,gpl
1845,PURE,DIGESTION,VACCUM_CONDENSATE_SODA,gpl
1846,PURE,DIGESTION,E_4A_15_RC_SODA,gpl
1847,PURE,DIGESTION,E_4A_1_RC_SODA,gpl
1848,PURE,DIGESTION,E_4A_2_RC_SODA,gpl
1849,PURE,DIGESTION,E_4A_3_RC_SODA,gpl
1850,PURE,DIGESTION,E_4A_4_RC_SODA,gpl
1851,PURE,DIGESTION,E_4A_5_RC_SODA,gpl
1852,PURE,DIGESTION,E_4A_6_RC_SODA,gpl
1853,PURE,DIGESTION,E_4A_7_RC_SODA,gpl
1854,PURE,DIGESTION,E_4A_8_RC_SODA,gpl
1855,PURE,DIGESTION,E_4A_9_RC_SODA,gpl
1856,PURE,DIGESTION,E_4A_10_RC_SODA,gpl
1857,PURE,DIGESTION,E_4A_11_CC_SODA,gpl
1858,PURE,DIGESTION,E_4A_12_CC_SODA,gpl
1859,PURE,DIGESTION,E_4A_13_CC_SODA,gpl
1860,PURE,DIGESTION,E_4A_14_CC_SODA,gpl
1861,PURE,DIGESTION,E_4A_16_CC_SODA,gpl
1862,PURE,Wash_Thickner_Section,28A_PIT_SODA,gpl
1863,PURE,Wash_Thickner_Section,5A_PIT_SODA,gpl
1864,PURE,Wash_Thickner_Section,5A_CAUSTIC_HEATER_CC_SODA,gpl
1865,PURE,Wash_Thickner_Section,FILTRATE_5A_LOOP_1_MUD,mgpl
1866,PURE,Wash_Thickner_Section,FILTRATE_5A_LOOP_2_MUD,mgpl
1867,PURE,DIGESTION,PDS_TANK_2_CAUSTCONC,gpl
1868,PURE,DIGESTION,PDS_TANK_2_ALUMINA,gpl
1869,PURE,DIGESTION,PDS_TANK_2_CRBNT,gpl
1870,PURE,DIGESTION,PDS_TANK_2_CAUSTY,%
1871,PURE,DIGESTION,PDS_TANK_2_RTIO,STATE
1872,PURE,DIGESTION,PDS_TANK_3_CAUSTCONC,gpl
1873,PURE,DIGESTION,PDS_TANK_3_ALUMINA,gpl
1874,PURE,DIGESTION,PDS_TANK_3_CRBNT,gpl
1875,PURE,DIGESTION,PDS_TANK_3_CAUSTY,%
1876,PURE,DIGESTION,PDS_TANK_3_RTIO,STATE
1877,PURE,DIGESTION,PDS_TANK_4_CAUSTCONC,gpl
1878,PURE,DIGESTION,PDS_TANK_4_ALUMINA,gpl
1879,PURE,DIGESTION,PDS_TANK_4_CRBNT,gpl
1880,PURE,DIGESTION,PDS_TANK_4_CAUSTY,%
1881,PURE,DIGESTION,PDS_TANK_4_RTIO,STATE
1882,PURE,DIGESTION,PDS_TANK_5_CAUSTCONC,gpl
1883,PURE,DIGESTION,PDS_TANK_5_ALUMINA,gpl
1884,PURE,DIGESTION,PDS_TANK_5_CRBNT,gpl
1885,PURE,DIGESTION,PDS_TANK_5_CAUSTY,%
1886,PURE,DIGESTION,PDS_TANK_5_RTIO,STATE
1887,PURE,DIGESTION,PDS_TANK_6_CAUSTCONC,gpl
1888,PURE,DIGESTION,PDS_TANK_6_ALUMINA,gpl
1889,PURE,DIGESTION,PDS_TANK_6_CRBNT,gpl
1890,PURE,DIGESTION,PDS_TANK_6_CAUSTY,%
1891,PURE,DIGESTION,PDS_TANK_6_RTIO,STATE
1892,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_SOLIDS,%
1893,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_PLUS_14W,%
1894,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_PLUS_30W,%
1895,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_PLUS_60W,%
1896,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_MINUS_60W,%
1897,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_PLUS_100W,%
1898,PURE,DIGESTION,SAND_BALL_MILL_PRODUCT_MINUS_100W,%
1899,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_SOLIDS,%
1900,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_PLUS_14W,%
1901,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_PLUS_30W,%
1902,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_PLUS_60W,%
1903,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_MINUS_60W,%
1904,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_PLUS_100W,%
1905,PURE,BALL_MILL_A,BALLMILL_A_COARSE_SLURRY_MINUS_100W,%
1906,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_SOLIDS,%
1907,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_PLUS_14W,%
1908,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_PLUS_30W,%
1909,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_PLUS_60W,%
1910,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_MINUS_60W,%
1911,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_PLUS_100W,%
1912,PURE,BALL_MILL_B,BALLMILL_B_COARSE_SLURRY_MINUS_100W,%
1913,PURE,BALL_MILL_C,BALLMILL_C_COARSE_SLURRY_SOLIDS,%
1914,PURE,BALL_MILL_C,BALLMILL_C_COARSE_SLURRY_PLUS_14W,%
1915,PURE,BALL_MILL_C,BALLMILL_C_COARSE_SLURRY_PLUS_30W,%
1916,PURE,BALL_MILL_C,BALLMILL_C_COARSE_SLURRY_PLUS_60W,%
1917,PURE,BALL_MILL_C,BALLMILL_C_COARSE_SLURRY_MINUS_60W,%
1918,PURE,BALL_MILL_C,BALLMILL_C_COARSE_SLURRY_PLUS_100W,%
1920,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_SOLIDS,%
1921,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_PLUS_14W,%
1922,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_PLUS_30W,%
1923,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_PLUS_60W,%
1924,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_MINUS_60W,%
1925,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_PLUS_100W,%
1926,PURE,BALL_MILL_D,BALLMILL_D_COARSE_SLURRY_-MINUS_00W,%
1927,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_1_MUD,mgpl
1928,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_2_MUD,mgpl
1929,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_3_MUD,mgpl
1930,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_4_MUD,mgpl
1931,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_5_MUD,mgpl
1932,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_6_MUD,mgpl
1933,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_7_MUD,mgpl
1934,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_8_MUD,mgpl
1935,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_9_MUD,mgpl
1936,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_10_MUD,mgpl
1937,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_11_MUD,mgpl
1938,PURE,Wash_Thickner_Section,KELLY_PRESS_HASH_12_MUD,mgpl
1939,PURE,Filter_Press_Section,RED_MUD_LOM1000_DEGREE_C,%
1940,PURE,Filter_Press_Section,RED_MUD_MOIST_R_AND_M,%
1941,PURE,Filter_Press_Section,RED_MUD_XRF01,%
1942,PURE,Filter_Press_Section,RED_MUD_XRF02,%
1943,PURE,Filter_Press_Section,RED_MUD_XRF03,%
1944,PURE,Filter_Press_Section,RED_MUD_XRF04,%
1945,PURE,Filter_Press_Section,RED_MUD_XRF05,%
1946,PURE,Filter_Press_Section,RED_MUD_XRF06,%
1947,PURE,Filter_Press_Section,RED_MUD_XRF07,%
1948,PURE,Filter_Press_Section,RED_MUD_XRF08,%
1949,PURE,Wash_Thickner_Section,PRECOAT_5A_MD50,microM
1950,PURE,Wash_Thickner_Section,PRECOAT_5A_MD10,microM
1951,PURE,Wash_Thickner_Section,PRECOAT_5A_MD90,microM
1952,PURE,DIGESTION,ACID_BATCH_4A_ACDCONC,gpl
1953,PURE,DIGESTION,ACID_BATCH_4A_ACDINHBTR-,STATE
1954,PURE,DIGESTION,ACID_BATCH_4A_IRNCNTNT,%
1955,PURE,DIGESTION,ACID_SHOT_4A_PHVAL,STATE
1956,PURE,DIGESTION,ACID_SHOT_4A_ACDCONC,gpl
1957,PURE,DIGESTION,ACID_SHOT_4A_IRNCNTNT,%
1958,PURE,DIGESTION,IBSH_ACID_BATCH_ACDCONC,gpl
1959,PURE,DIGESTION,IBSH_ACID_BATCH_ACDINHBTR-,STATE
1960,PURE,DIGESTION,IBSH_ACID_BATCH_IRNCNTNT,%
1961,PURE,DIGESTION,IBSH_ACID_SHOT_PHVAL,STATE
1962,PURE,DIGESTION,IBSH_ACID_SHOT_ACDCONC,gpl
1963,PURE,DIGESTION,IBSH_ACID_SHOT_IRNCNTNT,%
1964,PURE,Lime_Building,PRECOAT_8A_MD50,microM
1965,PURE,Lime_Building,PRECOAT_8A_MD10,microM
1966,PURE,Lime_Building,PRECOAT_8A_MD90,microM
1967,PURE,Precipitation_Section,FILLING_LIQUOR_CAUSTCONC,gpl
1968,PURE,Precipitation_Section,FILLING_LIQUOR_ALUMINA,gpl
1969,PURE,Precipitation_Section,FILLING_LIQUOR_CRBNT,gpl
1970,PURE,Precipitation_Section,FILLING_LIQUOR_CAUSTY,%
1971,PURE,Precipitation_Section,AGGLO_TANK_HASH_42_CAUSTCONC,gpl
1972,PURE,Precipitation_Section,AGGLO_TANK_HASH_42_ALUMINA,gpl
1973,PURE,Precipitation_Section,AGGLO_TANK_HASH_42_CRBNT,gpl
1974,PURE,Precipitation_Section,AGGLO_TANK_HASH_42_CAUSTY,%
1975,PURE,Precipitation_Section,AGGLO_TANK_HASH_42_RTIO,STATE
1976,PURE,Precipitation_Section,HASH_47_CAUSTCONC,gpl
1977,PURE,Precipitation_Section,HASH_47_ALUMINA,gpl
1978,PURE,Precipitation_Section,HASH_47_CRBNT,gpl
1979,PURE,Precipitation_Section,HASH_47_CAUSTY,%
1980,PURE,Precipitation_Section,HASH_47_RTIO,STATE
1981,PURE,Precipitation_Section,HASH_48_CAUSTCONC,gpl
1982,PURE,Precipitation_Section,HASH_48_ALUMINA,gpl
1983,PURE,Precipitation_Section,HASH_48_CRBNT,gpl
1984,PURE,Precipitation_Section,HASH_48_CAUSTY,%
1985,PURE,Precipitation_Section,HASH_48_RTIO,STATE
1986,PURE,Precipitation_Section,HASH_52_CAUSTCONC,gpl
1987,PURE,Precipitation_Section,HASH_52_ALUMINA,gpl
1988,PURE,Precipitation_Section,HASH_52_CRBNT,gpl
1989,PURE,Precipitation_Section,HASH_52_CAUSTY,%
1990,PURE,Precipitation_Section,HASH_52_RTIO,STATE
1991,PURE,Precipitation_Section,HASH_53_CAUSTCONC,gpl
1992,PURE,Precipitation_Section,HASH_53_ALUMINA,gpl
1993,PURE,Precipitation_Section,HASH_53_CRBNT,gpl
1994,PURE,Precipitation_Section,HASH_53_CAUSTY,%
1995,PURE,Precipitation_Section,HASH_53_RTIO,STATE
1996,PURE,Precipitation_Section,HASH_53_3.5uMLVN,microM
1997,PURE,Precipitation_Section,HASH_53_10uMLVN,microM
1998,PURE,Precipitation_Section,HASH_53_20uMLVN,microM
1999,PURE,Precipitation_Section,HASH_53_30uMLVN,microM
2000,PURE,Precipitation_Section,HASH_53_45uMLVN,microM
2001,PURE,Precipitation_Section,HASH_53_74uMLVN,microM
2002,PURE,Precipitation_Section,HASH_53_105uMLVN,microM
2003,PURE,Precipitation_Section,HASH_53_150uMLVN,microM
2004,PURE,Precipitation_Section,HASH_53_MD50,microM
2005,PURE,Precipitation_Section,HASH_53_MD10,microM
2006,PURE,Precipitation_Section,HASH_53_MD90,microM
2007,PURE,Precipitation_Section,HASH_53_SSA_M,m2/g
2008,PURE,Precipitation_Section,HASH_53_HILALP_001,m2/g
2009,PURE,Precipitation_Section,BATCH_FILLING_HASH_55_CAUSTCONC,gpl
2010,PURE,Precipitation_Section,BATCH_FILLING_HASH_55_ALUMINA,gpl
2011,PURE,Precipitation_Section,BATCH_FILLING_HASH_55_CRBNT,gpl
2012,PURE,Precipitation_Section,BATCH_FILLING_HASH_55_CAUSTY,%
2013,PURE,Precipitation_Section,BATCH_FILLING_HASH_55_RTIO,STATE
2014,PURE,Precipitation_Section,BATCH_FILLING_HASH_55_SOLIDS,%
2015,PURE,Precipitation_Section,BATCH_FILLING_HASH_56_CAUSTCONC,gpl
2016,PURE,Precipitation_Section,BATCH_FILLING_HASH_56_ALUMINA,gpl
2017,PURE,Precipitation_Section,BATCH_FILLING_HASH_56_CRBNT,gpl
2018,PURE,Precipitation_Section,BATCH_FILLING_HASH_56_CAUSTY,%
2019,PURE,Precipitation_Section,HAT_SHIFT_WISE_CAUSTCONC,gpl
2020,PURE,Precipitation_Section,HAT_SHIFT_WISE_ALUMINA,gpl
2021,PURE,Precipitation_Section,HAT_SHIFT_WISE_CRBNT,gpl
2022,PURE,Precipitation_Section,HAT_SHIFT_WISE_CAUSTY,%
2023,PURE,Precipitation_Section,SPENT_LIQUOR_CAUSTCONC,gpl
2024,PURE,Precipitation_Section,SPENT_LIQUOR_ALUMINA,gpl
2025,PURE,Precipitation_Section,SPENT_LIQUOR_CRBNT,gpl
2026,PURE,Evaporatoration,THICK_LIQUOR_13_A_CAUSTCONC,gpl
2027,PURE,Evaporatoration,THICK_LIQUOR_13_A_ALUMINA,gpl
2028,PURE,Evaporatoration,THICK_LIQUOR_13_A_CRBNT,gpl
2029,PURE,Evaporatoration,THICK_LIQUOR_13_A_CAUSTY,%
2030,PURE,Evaporatoration,THICK_LIQUOR_13_A_RTIO,STATE
2031,PURE,Evaporatoration,THICK_LIQUOR_13_B_CAUSTCONC,gpl
2032,PURE,Evaporatoration,THICK_LIQUOR_13_B_ALUMINA,gpl
2033,PURE,Evaporatoration,THICK_LIQUOR_13_B_CRBNT,gpl
2034,PURE,Evaporatoration,THICK_LIQUOR_13_B_CAUSTY,%
2035,PURE,Evaporatoration,THICK_LIQUOR_13_B_RTIO,STATE
2036,PURE,Precipitation_Section,7A_CAUSTIC_CAUSTCONC,gpl
2037,PURE,Precipitation_Section,7A_CAUSTIC_ALUMINA,gpl
2038,PURE,Precipitation_Section,7A_CAUSTIC_CRBNT,gpl
2039,PURE,Precipitation_Section,7A_CAUSTIC_CAUSTY,%
2040,PURE,Precipitation_Section,7A_CAUSTIC_RTIO,STATE
2041,PURE,Lime_Building,GREEN_LIQUOR_CAUSTCONC,gpl
2042,PURE,Lime_Building,GREEN_LIQUOR_ALUMINA,gpl
2043,PURE,Lime_Building,GREEN_LIQUOR_CRBNT,gpl
2044,PURE,Lime_Building,GREEN_LIQUOR_RTIO,STATE
2045,PURE,Lime_Building,CAUSTICIZED_LIQUOR_CAUSTCONC,gpl
2046,PURE,Lime_Building,CAUSTICIZED_LIQUOR_ALUMINA,gpl
2047,PURE,Lime_Building,CAUSTICIZED_LIQUOR_CRBNT,gpl
2048,PURE,Lime_Building,CAUSTICIZED_LIQUOR_RTIO,STATE
2049,PURE,Evaporatoration,13A_BEFORE_WASH_LIQUOR_CAUSTCONC,gpl
2050,PURE,Evaporatoration,13A_BEFORE_WASH_LIQUOR_SODA,gpl
2051,PURE,Evaporatoration,13A_BEFORE_WASH_LIQUOR_CAUSTY,%
2052,PURE,Evaporatoration,13A_AFTER_WASH_LIQUOR_CAUSTCONC,gpl
2053,PURE,Evaporatoration,13A_AFTER_WASH_LIQUOR_SODA,gpl
2054,PURE,Evaporatoration,13A_AFTER_WASH_LIQUOR_CAUSTY,%
2055,PURE,Evaporatoration,13B_BEFORE_WASH_LIQUOR_CAUSTCONC,gpl
2056,PURE,Evaporatoration,13B_BEFORE_WASH_LIQUOR_SODA,gpl
2057,PURE,Evaporatoration,13B_BEFORE_WASH_LIQUOR_CAUSTY,%
2058,PURE,Evaporatoration,13B_AFTER_WASH_LIQUOR_CAUSTCONC,gpl
2059,PURE,Evaporatoration,13B_AFTER_WASH_LIQUOR_SODA,gpl
2060,PURE,Evaporatoration,13B_AFTER_WASH_LIQUOR_CAUSTY,%
2061,PURE,Auxiliary_Section,VANADIUM_PUMP_OFF_LIQUOR_1_V2O5,gpl
2062,PURE,Auxiliary_Section,VANADIUM_PUMP_OFF_LIQUOR_2_V2O5,gpl
2063,PURE,Auxiliary_Section,VANADIUM_PUMP_OFF_LIQUOR_3_V205_V2O5,gpl
2064,PURE,Refinery_Water_Mapping,MAIN_DRAIN_WATER_SODA,gpl
2065,PURE,Refinery_Water_Mapping,DRAIN_WATER_POINT-D_SODA,gpl
2066,PURE,Refinery_Water_Mapping,TREATED_WATER_SODA,gpl
2067,PURE,Auxiliary_Section,VANDIUM_SLUDGE_WTRINSOLBL,%
2068,PURE,Auxiliary_Section,VANDIUM_SLUDGE_PUR,%
2069,PURE,Precipitation_Section,TRAY_FEED_7_BOTTOM_DAYWISE_SOLIDS,%
2070,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_3_5uMLVN,microM
2071,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_10uMLVN,microM
2072,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_20uMLVN,microM
2073,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_30uMLVN,microM
2074,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_45uMLVN,microM
2075,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_74uMLVN,microM
2076,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_105uMLVN,microM
2077,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_150uMLVN,microM
2078,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_MD50,microM
2079,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_MD10,microM
2080,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_MD90,microM
2081,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_SSA_M,m2/g
2082,PURE,Precipitation_Section,COARSE_SEED_MALVERN_GRANULOMETRY_HILALP_001,m2/g
2083,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_3.5uMLVN,microM
2084,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_10uMLVN,microM
2085,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_20uMLVN,microM
2086,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_30uMLVN,microM
2087,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_74uMLVN,microM
2088,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_105uMLVN,microM
2089,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_150uMLVN,microM
2090,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_MD50,microM
2091,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_MD10,microM
2092,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_MD90,microM
2093,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_SSA_M,m2/g
2094,PURE,Precipitation_Section,FINE_SEED_MALVERN_GRANULOMETRY_HILALP_001,m2/g
2095,PURE,KILN_1,KILN_1_HYD_ENT_SODA,gpl
2096,PURE,KILN_2,KILN_2_HYD_ENT_SODA,gpl
2097,PURE,KILN_3,SGA_FEED_HYD_MOISTMA,%
2098,PURE,KILN_3,SGA_FEED_HYD_ENT_SODA,gpl
2099,PURE,KILN_3,SGA_FEED_HYD_PERCENTAGE_SODA_NA2O,%
2100,PURE,KILN_3,SGA_DRIER_MOISTMA,%
2101,PURE,KILN_3,SGA_DRIER_ENT_SODA,gpl
2102,PURE,KILN_3,SGA_DRIER_PERCENTAGE_SODA_NA2O,%
2103,PURE,First_Wash_Section,1ST_WASH_HYD_MOISTMA,%
2104,PURE,First_Wash_Section,1ST_WASH_HYD_ENT_SODA,gpl
2105,PURE,First_Wash_Section,1ST_WASH_HYD_PERCENTAGE_SODA_NA2O,%
2106,PURE,SFD,SFD_1_ENT_SODA,gpl
2107,PURE,SFD,SFD_1_PERCENTAGE_SODA_NA2O,%
2108,PURE,SFD,SFD_2_ENT_SODA,gpl
2109,PURE,SFD,SFD_2_PERCENTAGE_SODA_NA2O,%
2110,PURE,Precipitation_Section,PHE_WATER_INLET_LINE_SODA,gpl
2111,PURE,Precipitation_Section,PHE_WATER_OUTLET_LINE_SODA,gpl
2112,PURE,Precipitation_Section,FLASH_COOLING_WATER_INLET_LINE_SODA,gpl
2113,PURE,Precipitation_Section,FLASH_COOLING_WATER_OUTLET_LINE_SODA,gpl
2114,PURE,DIGESTION,COMMON_VACUUM_CONDENSATE_SAMPLE_SODA,gpl
2115,PURE,Precipitation_Section,ACID_BATCH_6A_ACDCONC,gpl
2116,PURE,Precipitation_Section,ACID_BATCH_6A_ACDINHBTR-,STATE
2117,PURE,Precipitation_Section,ACID_BATCH_6A_IRNCNTNT,%
2118,PURE,Precipitation_Section,ACID_SHOT_6A_PHVAL,STATE
2119,PURE,Precipitation_Section,ACID_SHOT_6A_ACDCONC,gpl
2120,PURE,Precipitation_Section,ACID_SHOT_6A_IRNCNTNT,%
2121,PURE,Evaporatoration,ACID_BATCH_13A_AND_13B_ACDCONC,gpl
2122,PURE,Evaporatoration,ACID_BATCH_13A_AND_13B_ACDINHBTR-,STATE
2123,PURE,Evaporatoration,ACID_BATCH_13A_AND_13B_IRNCNTNT,%
2124,PURE,Evaporatoration,ACID_SHOT_13A_AND_13B_PHVAL,STATE
2125,PURE,Evaporatoration,ACID_SHOT_13A_AND_13B_ACDCONC,gpl
2126,PURE,Evaporatoration,ACID_SHOT_13A_AND_13B_IRNCNTNT,%
2127,PURE,Precipitation_Section,ACID_BATCH_7A_ACDCONC,gpl
2128,PURE,Precipitation_Section,ACID_BATCH_7A_ACDINHBTR-,STATE
2129,PURE,Precipitation_Section,ACID_BATCH_7A_IRNCNTNT,%
2130,PURE,Precipitation_Section,ACID_SHOT_7A_PHVAL,STATE
2131,PURE,Precipitation_Section,ACID_SHOT_7A_ACDCONC,gpl
2132,PURE,Precipitation_Section,ACID_SHOT_7A_IRNCNTNT,%
2133,PURE,Evaporatoration,13A_RC_SAMPLE_SODA,gpl
2134,PURE,Evaporatoration,13B_RC_SAMPLE_SODA,gpl
2135,PURE,Evaporatoration,13A_CC_SAMPLE_SODA,gpl
2136,PURE,Evaporatoration,13B_CC_SAMPLE_SODA,gpl
2137,PURE,Evaporatoration,13A_3RD_BODY_RC_SAMPLE_SODA,gpl
2138,PURE,Evaporatoration,13A_4TH_BODY_RC_SAMPLE_SODA,gpl
2139,PURE,Evaporatoration,13B_4TH_BODY_RC_SAMPLE_SODA,gpl
2140,PURE,Evaporatoration,13B_5TH_BODY_RC_SAMPLE_SODA,gpl
2141,PURE,Boiler_1,BOILER-1_PHVAL,STATE
2142,PURE,Boiler_1,BOILER_1_SULPHT,mgpl
2143,PURE,Boiler_1,BOILER_1_PO4,mgpl
2144,PURE,Boiler_1,BOILER_1_HRDNSS,mgpl
2145,PURE,Boiler_1,BOILER_1_TDS,ppm
2146,PURE,Boiler_2,BOILER_2_PHVAL,STATE
2147,PURE,Boiler_2,BOILER_2_SULPHT_SO3,mgpl
2148,PURE,Boiler_2,BOILER_2_PO4,mgpl
2149,PURE,Boiler_2,BOILER_2_HRDNSS,mgpl
2150,PURE,Boiler_2,BOILER_2_TDS,ppm
2151,PURE,Boiler_3,BOILER_3_PHVAL,STATE
2152,PURE,Boiler_3,BOILER_3_SULPHT,mgpl
2153,PURE,Boiler_3,BOILER_3_PO4,mgpl
2154,PURE,Boiler_3,BOILER_3_HRDNSS,mgpl
2155,PURE,Boiler_3,BOILER_3_TDS,ppm
2156,PURE,Boiler_4,BOILER_4_PHVAL,STATE
2157,PURE,Boiler_4,BOILER_4_SULPHT,mgpl
2158,PURE,Boiler_4,BOILER_4_PO4,mgpl
2159,PURE,Boiler_4,BOILER_4_HRDNSS,mgpl
2160,PURE,Boiler_4,BOILER_4_TDS,ppm
2161,PURE,Boiler_5,BOILER_5_PHVAL,STATE
2162,PURE,Boiler_5,BOILER_5_SULPHT,mgpl
2163,PURE,Boiler_5,BOILER_5_PO4,mgpl
2164,PURE,Boiler_5,BOILER_5_HRDNSS,mgpl
2165,PURE,Boiler_5,BOILER_5_TDS,ppm
2166,PURE,Lime_Building,BELT_LIME_PERCENTAGE_CAO,%
2167,PURE,Lime_Building,BELT_LIME_LIMERACTY,celsius
2168,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_SOLIDS,%
2169,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_PLUS_14W,%
2170,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_PLUS_30W,%
2171,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_PLUS_60W,%
2172,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_MINUS_60W,%
2173,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_PLUS_100W,%
2174,PURE,Precipitation_Section,FINE_SLURRY_GRANULOMETRY_MINUS_100W,%
2175,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_LOM1000_DEGREE_C,%
2176,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF01,%
2177,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF02,%
2178,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF03,%
2179,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF04,%
2180,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF05,%
2181,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF06,%
2182,PURE,Precipitation_Section,FINE_SLURRY_DAY_COMPOSITE_XRF07,%
